,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount_price,sale_price,profit,month,day,quarter
2687,2688,2022-01-17,First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,OFF-BI-10002003,0,0,5,5,0.0,0.0,0.0,January,Monday,1
2688,2689,2022-02-09,First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003016,20,20,5,5,1.0,19.0,-1.0,February,Wednesday,1
2689,2690,2022-10-21,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10004582,10,10,4,4,0.4,9.6,-0.40000000000000036,October,Friday,4
2690,2691,2022-03-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004364,10,10,3,2,0.2,9.8,-0.1999999999999993,March,Thursday,1
2691,2692,2022-04-12,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,OFF-PA-10002246,20,20,3,2,0.4,19.6,-0.3999999999999986,April,Tuesday,2
2692,2693,2023-07-30,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,TEC-PH-10002890,100,110,3,5,5.5,104.5,4.5,July,Sunday,3
2693,2694,2022-11-11,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10001475,90,110,5,4,4.4,105.6,15.599999999999994,November,Friday,4
2694,2695,2022-11-15,Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,FUR-FU-10004270,20,20,1,5,1.0,19.0,-1.0,November,Tuesday,4
2695,2696,2022-12-24,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10003465,30,30,2,5,1.5,28.5,-1.5,December,Saturday,4
2696,2697,2022-08-26,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10003626,760,820,4,4,32.8,787.2,27.200000000000045,August,Friday,3
2697,2698,2023-10-13,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10002412,18110,22640,6,4,905.6,21734.4,3624.4000000000015,October,Friday,4
2698,2699,2023-09-05,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10001804,20,20,4,2,0.4,19.6,-0.3999999999999986,September,Tuesday,3
2699,2700,2022-04-28,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003183,10,10,3,4,0.4,9.6,-0.40000000000000036,April,Thursday,2
2700,2701,2022-01-06,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10004270,30,30,2,3,0.9,29.1,-0.8999999999999986,January,Thursday,1
2701,2702,2022-04-22,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Fasteners,OFF-FA-10003112,20,20,3,3,0.6,19.4,-0.6000000000000014,April,Friday,2
2702,2703,2022-09-07,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10001986,100,120,3,3,3.6,116.4,16.400000000000006,September,Wednesday,3
2703,2704,2023-12-16,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10002319,110,120,3,2,2.4,117.6,7.599999999999994,December,Saturday,4
2704,2705,2022-09-13,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002323,120,130,6,4,5.2,124.8,4.799999999999997,September,Tuesday,3
2705,2706,2023-09-14,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,OFF-SU-10001165,20,20,2,5,1.0,19.0,-1.0,September,Thursday,3
2706,2707,2022-05-19,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,OFF-PA-10001246,20,20,3,2,0.4,19.6,-0.3999999999999986,May,Thursday,2
2707,2708,2023-02-07,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,OFF-PA-10001815,160,190,4,5,9.5,180.5,20.5,February,Tuesday,1
2708,2709,2023-01-09,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001876,200,230,7,2,4.6000000000000005,225.4,25.400000000000006,January,Monday,1
2709,2710,2023-04-30,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10000488,1650,1920,3,3,57.6,1862.4,212.4000000000001,April,Sunday,2
2710,2711,2023-04-08,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001098,10,10,2,5,0.5,9.5,-0.5,April,Saturday,2
2711,2712,2022-08-27,First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,FUR-FU-10003577,50,50,4,5,2.5,47.5,-2.5,August,Saturday,3
2712,2713,2022-11-28,Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,OFF-AR-10002656,50,60,9,2,1.2,58.8,8.799999999999997,November,Monday,4
2713,2714,2022-08-04,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,Phones,TEC-PH-10004531,260,300,3,5,15.0,285.0,25.0,August,Thursday,3
2714,2715,2023-11-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003251,10,10,5,5,0.5,9.5,-0.5,November,Monday,4
2715,2716,2023-03-20,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10000673,120,130,2,5,6.5,123.5,3.5,March,Monday,1
2716,2717,2022-07-31,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,TEC-AC-10000158,70,70,2,2,1.4000000000000001,68.6,-1.4000000000000057,July,Sunday,3
2717,2718,2022-05-24,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002075,320,380,3,4,15.200000000000001,364.8,44.80000000000001,May,Tuesday,2
2718,2719,2022-09-20,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,OFF-ST-10004340,100,120,2,4,4.8,115.2,15.200000000000003,September,Tuesday,3
2719,2720,2023-10-20,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,FUR-FU-10002759,20,20,3,4,0.8,19.2,-0.8000000000000007,October,Friday,4
2720,2721,2022-02-04,Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,OFF-FA-10000585,10,10,3,3,0.3,9.7,-0.3000000000000007,February,Friday,1
2721,2722,2023-07-04,Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,OFF-AP-10004859,50,60,5,3,1.8,58.2,8.200000000000003,July,Tuesday,3
2722,2723,2022-12-13,Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10001558,70,80,5,2,1.6,78.4,8.400000000000006,December,Tuesday,4
2723,2724,2023-10-21,Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,OFF-LA-10004689,10,10,5,2,0.2,9.8,-0.1999999999999993,October,Saturday,4
2724,2725,2023-01-07,Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10002867,90,100,2,3,3.0,97.0,7.0,January,Saturday,1
2725,2726,2023-08-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003811,310,360,5,5,18.0,342.0,32.0,August,Tuesday,3
2726,2727,2022-07-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10000849,300,350,4,2,7.0,343.0,43.0,July,Friday,3
2727,2728,2023-08-18,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10000848,0,0,1,2,0.0,0.0,0.0,August,Friday,3
2728,2729,2023-02-16,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10003072,600,630,7,3,18.900000000000002,611.1,11.100000000000023,February,Thursday,1
2729,2730,2023-10-31,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10001547,10,10,3,3,0.3,9.7,-0.3000000000000007,October,Tuesday,4
2730,2731,2022-04-17,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10001838,680,800,4,5,40.0,760.0,80.0,April,Sunday,2
2731,2732,2023-01-08,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10004017,100,110,1,4,4.4,105.6,5.599999999999994,January,Sunday,1
2732,2733,2023-11-04,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,TEC-PH-10002923,70,70,2,3,2.1,67.9,-2.0999999999999943,November,Saturday,4
2733,2734,2023-05-06,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,OFF-AR-10000716,10,10,1,5,0.5,9.5,-0.5,May,Saturday,2
2734,2735,2022-09-04,Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,OFF-PA-10000249,40,50,4,3,1.5,48.5,8.5,September,Sunday,3
2735,2736,2023-04-24,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10003691,360,380,3,5,19.0,361.0,1.0,April,Monday,2
2736,2737,2023-02-04,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10001560,40,40,7,3,1.2,38.8,-1.2000000000000028,February,Saturday,1
2737,2738,2022-07-23,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,FUR-BO-10004467,270,300,3,3,9.0,291.0,21.0,July,Saturday,3
2738,2739,2022-11-12,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10001819,80,90,2,3,2.7,87.3,7.299999999999997,November,Saturday,4
2739,2740,2022-09-23,First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,OFF-SU-10000157,400,480,4,3,14.4,465.6,65.60000000000002,September,Friday,3
2740,2741,2022-10-31,First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,TEC-AC-10004227,20,30,2,2,0.6,29.4,9.399999999999999,October,Monday,4
2741,2742,2022-07-30,Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,OFF-EN-10003134,50,50,5,5,2.5,47.5,-2.5,July,Saturday,3
2742,2743,2023-01-10,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10004671,40,40,2,4,1.6,38.4,-1.6000000000000014,January,Tuesday,1
2743,2744,2023-08-31,Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10002253,220,260,6,5,13.0,247.0,27.0,August,Thursday,3
2744,2745,2022-04-23,Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10002726,110,130,3,5,6.5,123.5,13.5,April,Saturday,2
2745,2746,2022-09-12,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10004571,60,80,1,3,2.4,77.6,17.599999999999994,September,Monday,3
2746,2747,2023-05-30,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,FUR-TA-10002228,590,700,3,3,21.0,679.0,89.0,May,Tuesday,2
2747,2748,2023-02-27,Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,TEC-AC-10004127,30,30,4,5,1.5,28.5,-1.5,February,Monday,1
2748,2749,2022-02-16,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,OFF-BI-10001553,10,10,3,3,0.3,9.7,-0.3000000000000007,February,Wednesday,1
2749,2750,2022-06-22,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10002758,510,590,3,5,29.5,560.5,50.5,June,Wednesday,2
2750,2751,2023-08-16,Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,OFF-ST-10000532,390,420,11,4,16.8,403.2,13.199999999999989,August,Wednesday,3
2751,2752,2022-05-24,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,FUR-CH-10000988,180,230,2,2,4.6000000000000005,225.4,45.400000000000006,May,Tuesday,2
2752,2753,2022-12-14,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003251,10,10,2,3,0.3,9.7,-0.3000000000000007,December,Wednesday,4
2753,2754,2022-10-31,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10003174,290,320,3,2,6.4,313.6,23.600000000000023,October,Monday,4
2754,2755,2022-11-13,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10002310,740,780,5,2,15.6,764.4,24.399999999999977,November,Sunday,4
2755,2756,2023-12-13,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10002651,1330,1450,5,3,43.5,1406.5,76.5,December,Wednesday,4
2756,2757,2022-10-30,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001184,10,10,2,2,0.2,9.8,-0.1999999999999993,October,Sunday,4
2757,2758,2023-03-15,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002402,200,240,3,5,12.0,228.0,28.0,March,Wednesday,1
2758,2759,2023-05-22,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10004270,70,80,4,2,1.6,78.4,8.400000000000006,May,Monday,2
2759,2760,2022-06-16,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10001526,430,480,4,5,24.0,456.0,26.0,June,Thursday,2
2760,2761,2023-06-02,First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,OFF-PA-10002893,40,50,5,4,2.0,48.0,8.0,June,Friday,2
2761,2762,2022-04-08,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003709,0,0,1,3,0.0,0.0,0.0,April,Friday,2
2762,2763,2023-05-16,First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001191,90,100,5,2,2.0,98.0,8.0,May,Tuesday,2
2763,2764,2023-05-14,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003166,10,10,3,3,0.3,9.7,-0.3000000000000007,May,Sunday,2
2764,2765,2022-08-06,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003982,20,30,5,4,1.2,28.8,8.8,August,Saturday,3
2765,2766,2022-04-27,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,OFF-ST-10004835,10,10,2,2,0.2,9.8,-0.1999999999999993,April,Wednesday,2
2766,2767,2022-12-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10000159,30,30,1,5,1.5,28.5,-1.5,December,Monday,4
2767,2768,2022-02-28,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002945,1590,1920,8,5,96.0,1824.0,234.0,February,Monday,1
2768,2769,2023-07-18,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,OFF-AP-10001242,20,30,2,4,1.2,28.8,8.8,July,Tuesday,3
2769,2770,2022-06-11,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,TEC-AC-10003038,40,50,7,2,1.0,49.0,9.0,June,Saturday,2
2770,2771,2023-11-16,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,TEC-AC-10003289,40,50,3,4,2.0,48.0,8.0,November,Thursday,4
2771,2772,2022-09-20,Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,OFF-ST-10000918,50,50,5,5,2.5,47.5,-2.5,September,Tuesday,3
2772,2773,2022-09-15,First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,FUR-FU-10001940,20,20,3,3,0.6,19.4,-0.6000000000000014,September,Thursday,3
2773,2774,2023-08-04,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10002852,40,50,3,2,1.0,49.0,9.0,August,Friday,3
2774,2775,2023-05-13,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10004451,10,10,2,2,0.2,9.8,-0.1999999999999993,May,Saturday,2
2775,2776,2022-10-19,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10004804,140,150,3,3,4.5,145.5,5.5,October,Wednesday,4
2776,2777,2022-09-06,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Appliances,OFF-AP-10003971,60,60,7,5,3.0,57.0,-3.0,September,Tuesday,3
2777,2778,2023-01-22,Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,FUR-BO-10003159,160,200,2,3,6.0,194.0,34.0,January,Sunday,1
2778,2779,2022-08-10,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,Furnishings,FUR-FU-10001935,20,20,8,3,0.6,19.4,-0.6000000000000014,August,Wednesday,3
2779,2780,2023-08-25,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Technology,Accessories,TEC-AC-10003433,0,0,3,4,0.0,0.0,0.0,August,Friday,3
2780,2781,2023-05-13,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10004544,50,60,4,5,3.0,57.0,7.0,May,Saturday,2
2781,2782,2022-11-17,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,OFF-AR-10001026,20,20,10,4,0.8,19.2,-0.8000000000000007,November,Thursday,4
2782,2783,2022-02-26,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,TEC-PH-10001336,220,260,2,2,5.2,254.8,34.80000000000001,February,Saturday,1
2783,2784,2022-10-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003187,20,20,2,3,0.6,19.4,-0.6000000000000014,October,Wednesday,4
2784,2785,2022-10-29,Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,TEC-PH-10004897,20,20,4,4,0.8,19.2,-0.8000000000000007,October,Saturday,4
2785,2786,2022-05-08,First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10004997,530,600,4,4,24.0,576.0,46.0,May,Sunday,2
2786,2787,2022-04-02,First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,OFF-FA-10002763,10,10,2,5,0.5,9.5,-0.5,April,Saturday,2
2787,2788,2022-12-16,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,FUR-FU-10001588,60,60,5,4,2.4,57.6,-2.3999999999999986,December,Friday,4
2788,2789,2022-06-17,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Art,OFF-AR-10000940,20,20,7,4,0.8,19.2,-0.8000000000000007,June,Friday,2
2789,2790,2023-04-30,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,FUR-FU-10002759,30,40,5,3,1.2,38.8,8.799999999999997,April,Sunday,2
2790,2791,2023-09-07,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,OFF-AP-10000358,30,30,2,4,1.2,28.8,-1.1999999999999993,September,Thursday,3
2791,2792,2022-06-04,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,OFF-AP-10003281,40,40,3,4,1.6,38.4,-1.6000000000000014,June,Saturday,2
2792,2793,2022-06-27,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10000029,10,10,1,5,0.5,9.5,-0.5,June,Monday,2
2793,2794,2023-09-24,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,TEC-PH-10001557,950,1080,14,5,54.0,1026.0,76.0,September,Sunday,3
2794,2795,2022-12-29,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,TEC-PH-10000576,390,440,4,2,8.8,431.2,41.19999999999999,December,Thursday,4
2795,2796,2023-11-03,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,OFF-BI-10002764,20,20,7,2,0.4,19.6,-0.3999999999999986,November,Friday,4
2796,2797,2022-05-23,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,FUR-BO-10001337,290,310,3,3,9.3,300.7,10.699999999999989,May,Monday,2
2797,2798,2022-05-18,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,OFF-AR-10002257,10,10,4,2,0.2,9.8,-0.1999999999999993,May,Wednesday,2
2798,2799,2023-08-22,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10001019,40,40,2,4,1.6,38.4,-1.6000000000000014,August,Tuesday,3
2799,2800,2022-03-20,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10003364,130,150,5,2,3.0,147.0,17.0,March,Sunday,1
2800,2801,2022-12-07,First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,TEC-PH-10000984,620,780,5,5,39.0,741.0,121.0,December,Wednesday,4
2801,2802,2022-06-23,First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10001683,10,10,1,4,0.4,9.6,-0.40000000000000036,June,Thursday,2
2802,2803,2023-12-13,Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,FUR-FU-10000629,30,40,3,4,1.6,38.4,8.399999999999999,December,Wednesday,4
2803,2804,2023-06-21,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003893,10,10,3,2,0.2,9.8,-0.1999999999999993,June,Wednesday,2
2804,2805,2023-06-04,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10004239,30,30,6,5,1.5,28.5,-1.5,June,Sunday,2
2805,2806,2022-05-07,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,FUR-CH-10000553,40,50,2,4,2.0,48.0,8.0,May,Saturday,2
2806,2807,2022-01-13,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,OFF-FA-10004395,10,10,2,2,0.2,9.8,-0.1999999999999993,January,Thursday,1
2807,2808,2022-08-23,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10004782,10,10,2,3,0.3,9.7,-0.3000000000000007,August,Tuesday,3
2808,2809,2023-01-22,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,FUR-BO-10002213,600,700,5,4,28.0,672.0,72.0,January,Sunday,1
2809,2810,2022-03-14,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10001854,480,560,2,5,28.0,532.0,52.0,March,Monday,1
2810,2811,2023-11-21,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,OFF-PA-10000157,160,180,9,4,7.2,172.8,12.800000000000011,November,Tuesday,4
2811,2812,2022-05-20,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10001185,150,190,6,4,7.6000000000000005,182.4,32.400000000000006,May,Friday,2
2812,2813,2023-10-11,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,FUR-TA-10001520,180,210,3,4,8.4,201.6,21.599999999999994,October,Wednesday,4
2813,2814,2023-12-02,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,TEC-AC-10004145,910,1000,4,2,20.0,980.0,70.0,December,Saturday,4
2814,2815,2022-04-01,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,FUR-TA-10000688,550,650,3,3,19.5,630.5,80.5,April,Friday,2
2815,2816,2022-01-24,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,OFF-BI-10001510,100,110,5,2,2.2,107.8,7.799999999999997,January,Monday,1
2816,2817,2023-01-07,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Chairs,FUR-CH-10003817,60,60,1,4,2.4,57.6,-2.3999999999999986,January,Saturday,1
2817,2818,2023-02-13,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,FUR-FU-10000308,100,120,2,5,6.0,114.0,14.0,February,Monday,1
2818,2819,2022-04-18,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,OFF-ST-10003208,880,1090,6,4,43.6,1046.4,166.4000000000001,April,Monday,2
2819,2820,2022-04-26,First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,OFF-BI-10003784,10,10,5,2,0.2,9.8,-0.1999999999999993,April,Tuesday,2
2820,2821,2022-04-26,First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,FUR-TA-10003748,290,300,3,3,9.0,291.0,1.0,April,Tuesday,2
2821,2822,2023-02-03,Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,TEC-PH-10002563,270,300,3,2,6.0,294.0,24.0,February,Friday,1
2822,2823,2023-03-09,First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,OFF-AR-10000122,10,10,2,2,0.2,9.8,-0.1999999999999993,March,Thursday,1
2823,2824,2023-10-14,First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,OFF-ST-10000352,40,50,2,3,1.5,48.5,8.5,October,Saturday,4
2824,2825,2022-09-12,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10003270,30,30,8,3,0.9,29.1,-0.8999999999999986,September,Monday,3
2825,2826,2022-03-12,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,FUR-BO-10003272,240,300,2,4,12.0,288.0,48.0,March,Saturday,1
2826,2827,2022-11-06,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002982,0,0,2,3,0.0,0.0,0.0,November,Sunday,4
2827,2828,2022-11-10,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10001509,0,0,2,5,0.0,0.0,0.0,November,Thursday,4
2828,2829,2023-07-29,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002421,100,110,6,3,3.3000000000000003,106.7,6.700000000000003,July,Saturday,3
2829,2830,2023-11-20,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,OFF-ST-10000760,50,60,5,4,2.4,57.6,7.600000000000001,November,Monday,4
2830,2831,2022-01-28,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002923,70,80,2,5,4.0,76.0,6.0,January,Friday,1
2831,2832,2022-04-29,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,OFF-ST-10001128,410,440,5,2,8.8,431.2,21.19999999999999,April,Friday,2
